,user_id,item_id,rating,timestamp
43413,1805,4776,3,1353801600
15975,1805,1786,4,1359936000
10044,1805,1143,5,1372809600
25604,1805,2811,4,1372809600
44334,1805,4887,4,1375315200
38949,1805,4304,2,1377907200
39275,779,4342,5,1363392000
20170,779,2223,5,1363392000
10640,779,1210,5,1363392000
48068,779,5248,5,1363392000
50460,779,5525,5,1372550400
7210,779,811,5,1372550400
5012,779,561,5,1385510400
29474,779,3251,5,1385510400
12613,2150,1412,3,1323907200
41922,2150,4618,5,1339200000
30577,2150,3383,5,1351036800
37610,2150,4144,4,1354320000
27099,2150,2989,5,1354320000
44304,2150,4884,5,1363824000
11460,2150,1296,4,1376524800
36800,2150,4053,5,1376524800
17281,2150,1922,5,1380412800
38721,406,4276,5,1311897600
14788,406,1642,4,1321747200
18048,406,1989,5,1324857600
40250,406,4453,5,1330300800
40202,406,4446,5,1337644800
43806,406,4828,5,1339113600
41376,406,4567,5,1339200000
18498,406,2043,5,1347235200
29519,406,3258,4,1356566400
24935,1897,2726,5,1354233600
6179,1897,712,5,1354233600
39125,1897,4322,5,1354233600
30510,1897,3377,5,1354233600
15788,1897,1767,5,1354233600
43813,1897,4829,5,1354233600
27839,1897,3068,5,1354233600
9933,1753,1138,5,1209772800
32310,1753,3564,5,1223942400
37716,1753,4162,2,1233100800
9433,1753,1082,5,1259107200
8941,1753,1008,4,1289952000
49392,1753,5412,5,1338163200
44618,1753,4923,5,1356393600
7480,1412,854,3,1303430400
5643,1412,637,5,1366502400
25273,1412,2773,5,1366502400
29234,1412,3230,5,1366502400
34118,1412,3759,4,1366502400
35852,1412,3952,3,1367280000
48249,1412,5279,5,1367280000
42629,1412,4695,5,1367280000
14844,2610,1647,5,1319414400
36844,2610,4057,4,1323734400
28024,2610,3095,4,1328140800
5890,2610,671,5,1357344000
6184,2610,713,5,1366502400
49298,2610,5394,4,1367971200
37538,2233,4139,5,1307059200
18790,2233,2071,5,1312675200
45236,2233,4980,4,1319760000
4120,2233,459,3,1319760000
9202,2233,1051,4,1320192000
16240,2233,1808,5,1325462400
48502,2233,5306,3,1325462400
44419,2233,4896,5,1326412800
13643,2233,1523,5,1326412800
10961,2233,1245,5,1326499200
49250,2233,5390,5,1339372800
27371,2233,3023,4,1352851200
50595,2233,5539,5,1356739200
8660,2922,986,5,1230422400
1261,2922,148,5,1354147200
45055,2922,4959,5,1354147200
48574,2922,5321,5,1354147200
31868,2922,3528,5,1355443200
24230,2922,2651,5,1362700800
31612,2922,3505,5,1369353600
36954,2922,4071,5,1374883200
47258,2268,5154,4,1318896000
14658,2268,1620,3,1318896000
37333,2268,4110,5,1321401600
11185,2268,1270,5,1321401600
41772,2268,4603,5,1348012800
39758,2268,4388,4,1350432000
42944,2268,4727,3,1355875200
686,2268,85,3,1363737600
21616,2268,2381,5,1368576000
41611,2073,4591,5,1297555200
9495,2073,1091,5,1316649600
39258,2073,4341,5,1319241600
5420,2073,610,2,1319241600
45789,2073,5031,5,1328659200
27458,2073,3028,5,1339545600
40541,2073,4480,4,1342742400
46423,2073,5086,5,1342742400
3258,2073,357,5,1342742400
41919,2073,4618,5,1342742400
39046,2073,4315,5,1343174400
22933,2073,2530,5,1350864000
554,2073,69,5,1353283200
35390,2073,3904,5,1353283200
33241,2073,3670,4,1353283200
21103,2073,2317,1,1356739200
47595,2073,5186,5,1356825600
49859,2073,5454,5,1359072000
4992,2073,558,5,1359072000
32280,2073,3560,5,1359936000
19622,2073,2162,5,1363219200
31873,2073,3528,4,1363219200
14192,2073,1580,5,1368576000
26166,2073,2879,4,1368576000
47744,2073,5205,5,1370304000
17859,2073,1972,5,1370304000
37316,2073,4108,5,1372636800
37232,2073,4096,5,1374624000
27620,2073,3049,5,1374624000
7975,2073,902,5,1379203200
41310,2073,4558,5,1379203200
40635,2073,4488,3,1379203200
44058,2073,4854,4,1381881600
36985,2073,4074,4,1381881600
23420,2073,2583,5,1383523200
18748,2073,2070,5,1383523200
25490,1001,2795,4,1000339200
4948,1001,555,5,1001721600
19200,1001,2117,4,1002067200
3034,1001,336,3,1003190400
33844,1001,3721,5,1003449600
47996,1001,5238,5,1003536000
27122,1001,2993,5,1004832000
10765,1001,1228,5,1005264000
39016,1001,4310,5,1008115200
23540,1001,2598,5,1008288000
22194,1001,2442,5,1009324800
2738,1001,312,5,1009584000
4503,1001,499,5,1009756800
3492,1001,380,5,1026604800
32613,1001,3598,5,1041984000
3877,1001,428,5,1051142400
42105,1001,4638,5,1059091200
14154,1001,1575,5,1061337600
21187,1001,2326,5,1067385600
27348,1001,3020,5,1070064000
24550,1001,2689,5,1071532800
34122,1001,3759,5,1071532800
20706,1001,2273,5,1097452800
11785,1001,1326,5,1128729600
32194,1001,3552,5,1165276800
49186,1001,5383,5,1195776000
23181,1001,2555,5,1195776000
2630,1001,303,5,1224374400
34001,1001,3740,5,1228262400
43956,1001,4849,5,1228262400
37080,1001,4079,5,1228262400
29921,1001,3303,5,1228262400
7451,1001,848,5,1228348800
9256,1001,1061,5,1228348800
27266,1001,3009,5,1228348800
32715,1001,3606,5,1229299200
25644,1001,2815,5,1232323200
4113,1001,457,5,1244937600
21266,1001,2339,3,1256947200
5536,1001,625,5,1259625600
47908,1001,5229,5,1259625600
48374,1001,5293,5,1263254400
9148,1001,1043,5,1293753600
11420,1001,1293,5,1293753600
11497,1001,1299,5,1298505600
14497,1001,1612,5,1298505600
38622,1001,4268,5,1316649600
14485,1001,1609,5,1316736000
7191,1001,807,4,1317254400
43853,1001,4835,5,1317254400
50177,1001,5492,5,1317513600
32733,1001,3608,5,1322092800
48428,1001,5300,5,1322438400
14772,1001,1639,5,1322611200
15760,1001,1764,5,1322697600
40889,1001,4514,3,1322697600
29145,1001,3220,5,1322697600
48130,1001,5252,5,1323043200
10582,1001,1201,4,1325116800
23675,1001,2605,5,1325203200
10671,1001,1215,5,1325203200
49537,1001,5420,5,1325289600
34976,1001,3864,4,1343260800
23504,1001,2596,4,1343260800
46579,1001,5101,5,1348099200
17878,1496,1974,5,1360022400
30735,1496,3403,5,1360022400
49358,1496,5404,5,1360022400
17756,1496,1962,5,1360022400
11127,1496,1265,5,1360022400
25587,1496,2810,5,1360022400
2730,148,312,5,1167177600
3373,148,369,5,1167264000
20632,148,2267,5,1184025600
8269,148,939,5,1193875200
10839,148,1234,5,1197504000
33655,148,3707,5,1198627200
7940,148,899,5,1198886400
20710,148,2274,3,1214697600
30317,148,3342,4,1216598400
23771,148,2613,5,1224115200
40933,148,4519,5,1229904000
44995,148,4953,4,1229904000
36259,2104,3991,5,1317340800
25415,2104,2785,5,1324598400
42657,2104,4699,5,1324598400
48156,2104,5257,5,1327276800
41640,2104,4595,5,1351036800
6262,2104,718,5,1351036800
40028,2104,4430,5,1356220800
31075,2104,3448,5,1357344000
49376,2218,5408,5,1348531200
38283,2218,4227,5,1348531200
32991,2218,3635,5,1362614400
28250,2218,3120,5,1362614400
31668,2218,3509,5,1364947200
3781,2218,416,4,1364947200
4661,2218,517,5,1364947200
43799,1811,4826,5,1386115200
11877,1811,1336,5,1387324800
1509,1811,179,5,1387324800
1398,1811,167,5,1387324800
43174,1811,4751,3,1387324800
19322,1811,2131,5,1388361600
47461,1811,5177,4,1388361600
24881,1811,2719,4,1388361600
40027,1811,4430,5,1388361600
13212,556,1473,5,1322524800
3710,556,407,5,1351036800
48096,556,5250,5,1369180800
1899,556,224,4,1372118400
4308,556,474,4,1372896000
38117,556,4212,4,1375142400
12102,556,1365,5,1375142400
2569,556,295,5,1377043200
27198,556,3002,5,1377043200
8151,556,924,5,1377561600
33394,556,3682,4,1377734400
49329,556,5400,4,1380067200
16113,556,1799,5,1380585600
23607,556,2604,5,1383091200
50510,556,5530,4,1383091200
47351,556,5167,5,1383177600
21839,556,2407,4,1386115200
44253,2251,4874,5,1356652800
15231,2251,1689,3,1356652800
3502,2251,382,5,1356652800
15627,2251,1744,5,1356652800
4579,2251,509,5,1356739200
1035,2251,119,5,1356739200
47282,2251,5157,5,1356739200
47285,2251,5158,5,1356739200
43481,1973,4784,5,1343347200
32014,1973,3537,5,1343347200
25836,1973,2843,5,1355356800
17763,1973,1964,5,1355356800
45938,1973,5045,5,1355356800
15730,1973,1758,4,1355961600
50744,1973,5563,5,1357603200
36720,1973,4045,5,1357603200
28111,1973,3105,5,1357603200
28289,1973,3127,5,1357603200
33802,2609,3717,2,1258848000
43133,2609,4744,5,1322179200
39857,2609,4408,5,1322179200
16275,2609,1815,4,1322870400
28949,2609,3192,5,1356825600
28150,2609,3113,5,1356825600
48775,2609,5338,1,1367107200
907,2609,103,5,1370649600
23229,617,2561,5,1223942400
4111,617,457,5,1242950400
50722,617,5559,5,1281830400
15292,617,1701,5,1281830400
16929,617,1883,5,1284854400
23327,617,2569,5,1296950400
35856,617,3952,5,1296950400
2734,258,312,3,1104710400
10354,258,1181,5,1316217600
11830,258,1335,5,1335312000
44762,258,4933,2,1336348800
34960,258,3864,4,1341360000
15528,258,1732,5,1350345600
39939,258,4421,3,1355356800
28361,258,3137,5,1369353600
6608,258,749,4,1373241600
6726,258,761,2,1379894400
14473,258,1608,3,1379894400
45839,258,5035,1,1381795200
19014,258,2097,4,1386028800
1456,2631,174,4,1346284800
26870,2631,2962,4,1368489600
1079,2631,126,5,1370217600
33099,2631,3654,4,1370217600
32816,2631,3620,4,1370563200
29863,2631,3298,3,1370649600
39343,2631,4353,5,1370649600
17061,2631,1893,3,1370736000
15439,2631,1721,5,1370822400
185,2631,28,5,1371081600
49644,1883,5433,5,1333584000
50459,1883,5525,5,1353801600
17975,1883,1982,5,1355788800
5373,1883,607,5,1355788800
39936,1883,4420,4,1390262400
43019,1883,4733,5,1390262400
32584,1883,3591,5,1390262400
2162,1883,254,5,1390262400
12946,232,1449,4,1233705600
43358,232,4770,5,1250640000
30393,232,3356,4,1250640000
48398,232,5296,4,1262304000
21247,232,2337,5,1262304000
29389,232,3246,5,1262304000
42682,232,4704,3,1317600000
5281,232,597,4,1317600000
17327,232,1928,4,1323907200
17100,232,1897,4,1336694400
12426,232,1396,5,1344470400
22545,232,2491,5,1344470400
37566,232,4142,5,1349481600
19383,232,2141,4,1349481600
41748,232,4603,4,1349481600
4970,232,558,5,1352937600
15510,232,1731,5,1356566400
22919,232,2530,4,1358985600
11047,232,1259,3,1363824000
666,232,85,3,1368576000
7724,232,875,4,1376524800
35457,232,3912,4,1377734400
30538,232,3380,4,1379376000
43001,232,4732,4,1379548800
49413,1794,5415,2,1315872000
15138,1794,1680,4,1317686400
4518,1794,500,4,1321747200
41531,1794,4585,5,1355875200
26746,1794,2945,4,1361059200
7783,1794,878,3,1366070400
41581,1794,4587,4,1366070400
42937,1794,4727,2,1366070400
21603,1794,2381,4,1368662400
6731,1794,761,4,1379548800
28426,1794,3145,4,1384905600
10290,1794,1173,5,1384905600
11993,126,1350,5,1264809600
11109,126,1263,5,1313366400
44003,126,4854,5,1354924800
24184,126,2644,5,1354924800
36033,126,3970,5,1354924800
21148,126,2322,5,1354924800
43346,1258,4768,3,1290988800
24353,1258,2665,5,1359936000
44109,1258,4854,5,1359936000
22643,1258,2502,5,1393200000
36667,1258,4038,5,1393200000
7115,1258,800,4,1393200000
29447,1258,3247,5,1393200000
26047,728,2862,5,1348012800
11442,728,1295,5,1378252800
7580,728,865,5,1379808000
48435,728,5301,4,1379808000
1259,728,147,5,1379808000
49767,728,5448,5,1385510400
479,728,61,5,1385510400
47289,728,5160,5,1385510400
15589,1774,1738,4,1365379200
16800,1774,1871,4,1365379200
9560,1774,1096,3,1365379200
33783,1774,3715,4,1374192000
5118,1774,578,3,1374192000
16927,1774,1883,4,1374192000
26272,1774,2892,4,1389312000
34366,1774,3790,4,1389312000
17415,2797,1938,5,1405036800
37196,2797,4093,5,1405036800
15228,2797,1689,5,1405036800
47296,2797,5162,5,1405036800
16693,2797,1865,5,1405036800
8177,2797,928,4,1405036800
20628,2797,2267,5,1405036800
34883,928,3855,4,1230249600
2875,928,322,5,1271894400
31157,928,3461,5,1319414400
24584,928,2693,4,1353024000
27176,928,2999,5,1354924800
5323,928,604,5,1355875200
31090,928,3450,5,1368748800
37141,928,4084,5,1375920000
2097,928,245,5,1380240000
23486,928,2595,5,1385424000
16720,928,1867,5,1386979200
13997,928,1562,4,1387670400
27046,928,2981,5,1388016000
25630,928,2812,5,1388102400
38175,928,4217,4,1388102400
45535,928,5010,5,1388102400
45201,928,4972,5,1388102400
27586,928,3042,5,1388102400
5224,928,593,5,1388188800
41347,928,4560,5,1388188800
17738,737,1958,4,1282521600
39325,737,4350,5,1287619200
20344,737,2240,5,1290038400
43086,737,4740,4,1311120000
33960,737,3732,4,1316044800
34649,737,3828,3,1321488000
15218,737,1688,4,1350518400
32470,737,3585,4,1381881600
7821,737,884,4,1387411200
30319,1613,3342,4,1353456000
41273,1613,4557,5,1353456000
34230,1613,3771,4,1374019200
35637,1613,3927,5,1374019200
10966,1613,1246,4,1374019200
43263,1613,4760,5,1397433600
39788,1613,4390,5,1399507200
17815,1613,1969,5,1401494400
45724,3161,5027,5,1266105600
39102,3161,4320,5,1266105600
32388,3161,3574,5,1266105600
30913,3161,3430,5,1266105600
577,3161,71,4,1266364800
19636,3161,2163,5,1266364800
43466,3161,4783,5,1267056000
22228,3161,2451,5,1267056000
11436,3161,1294,5,1267056000
35855,3161,3952,5,1267056000
43218,3161,4756,5,1305331200
43511,3161,4792,4,1314144000
13583,3161,1516,3,1314662400
13860,3161,1551,5,1316563200
36078,3161,3973,5,1316563200
15139,3161,1680,5,1317081600
38431,3161,4241,5,1320192000
34163,3161,3764,5,1348876800
33215,3161,3668,4,1349481600
34009,3161,3742,5,1351036800
19497,3161,2158,4,1351814400
32839,3161,3622,4,1353888000
16218,3161,1806,5,1353888000
21523,3161,2371,4,1353888000
40867,3161,4512,4,1355097600
32894,3161,3624,5,1357344000
23068,3161,2547,4,1363737600
31759,3161,3518,4,1363737600
27529,3161,3036,3,1378080000
29439,2366,3247,4,1325203200
24905,2366,2723,4,1354924800
36766,2366,4049,4,1354924800
33144,2366,3659,4,1356480000
50746,2366,5563,5,1356480000
40565,2366,4481,4,1356480000
26862,2366,2961,3,1362873600
23813,2187,2613,4,1222128000
22096,2187,2436,5,1285200000
44824,2187,4935,3,1317168000
44848,2187,4936,4,1317168000
38313,2187,4228,1,1321142400
26701,2187,2938,4,1340323200
16954,2187,1885,4,1348704000
1936,2187,227,4,1348704000
45157,2187,4966,4,1351036800
35394,2187,3904,4,1351036800
32853,2187,3622,4,1358294400
37176,2187,4088,3,1358294400
38641,2187,4269,5,1374019200
4312,2187,474,4,1374019200
23032,2187,2538,3,1379721600
11004,2187,1252,3,1379721600
45220,941,4975,4,1323820800
49966,941,5464,1,1324771200
22497,941,2486,2,1356912000
47413,941,5173,5,1356912000
40213,941,4448,5,1356912000
29903,941,3301,4,1356912000
40704,941,4495,4,1356912000
36058,941,3970,3,1356912000
22596,941,2498,5,1356912000
44081,941,4854,5,1356912000
3868,941,424,3,1356912000
449,452,56,5,1353888000
31687,452,3511,5,1353888000
33376,452,3681,5,1353888000
25421,452,2787,5,1353888000
30859,452,3423,5,1373414400
39241,452,4339,5,1373932800
17421,452,1938,5,1374105600
7922,452,896,3,1383436800
14963,452,1659,5,1383436800
47449,1254,5175,2,1172016000
15756,1254,1762,4,1176940800
42615,1254,4693,5,1198886400
10220,1254,1166,4,1212105600
35380,1254,3903,5,1218844800
7084,1254,796,4,1219190400
43588,1254,4807,5,1233792000
23934,1254,2619,5,1258416000
7500,1254,854,5,1282694400
4018,1254,445,5,1287619200
6537,1254,741,5,1293408000
34781,1254,3841,5,1313107200
10079,1254,1145,4,1316649600
43521,1254,4792,4,1335398400
16636,1254,1860,2,1336694400
13663,1254,1525,4,1339718400
31530,1254,3490,3,1340236800
29910,1254,3301,3,1342569600
6388,1254,726,2,1349395200
18213,448,2006,5,1340928000
16373,448,1830,5,1350086400
27279,448,3011,4,1375920000
35963,448,3966,5,1376006400
49055,448,5366,5,1393200000
22927,448,2530,5,1393200000
50476,448,5527,5,1393718400
2644,1536,306,5,1308787200
36074,1536,3973,5,1316736000
14068,1536,1567,5,1345075200
11750,1536,1320,5,1345593600
948,1536,109,4,1347926400
32831,1536,3622,5,1351036800
14173,1536,1580,5,1351036800
3393,47,372,5,1383523200
4123,47,460,5,1383523200
31682,47,3511,4,1388016000
9898,47,1135,5,1388016000
39442,47,4362,5,1388361600
30064,47,3314,4,1388361600
9567,47,1097,4,1388361600
35444,47,3912,4,1388361600
36235,2234,3988,1,1282780800
3091,2234,344,4,1293667200
39262,2234,4341,5,1318809600
13218,2234,1473,5,1322265600
10073,2234,1145,5,1330387200
41926,2234,4618,5,1339632000
8531,2234,972,5,1342051200
23153,2234,2551,5,1342051200
8491,2234,968,5,1342051200
21862,2234,2408,3,1346889600
41701,2234,4599,4,1346889600
48639,2234,5326,5,1349222400
9521,2234,1092,5,1352937600
46668,2234,5109,5,1352937600
4995,2234,558,5,1352937600
34461,2234,3803,5,1353369600
22937,2234,2530,5,1353369600
35195,2234,3883,5,1353369600
37178,2234,4088,5,1358208000
48104,2234,5250,4,1371859200
14984,2234,1660,5,1371859200
17573,2234,1948,5,1374105600
36803,2234,4053,5,1376870400
7740,2234,875,4,1376870400
28787,2234,3180,5,1376870400
7978,2234,902,5,1377734400
30542,2234,3380,5,1377734400
40637,2234,4488,4,1379289600
16118,2234,1799,1,1383782400
46445,2234,5087,2,1383782400
33996,2234,3739,5,1385424000
42858,1435,4715,5,1009584000
38368,1435,4234,5,1045180800
14704,1435,1631,2,1068076800
29088,1435,3211,5,1163980800
49243,1435,5390,4,1214179200
23523,1435,2598,3,1214179200
34027,1435,3745,5,1214179200
40817,1435,4510,5,1221350400
36923,1435,4069,5,1227484800
8937,1435,1008,5,1228953600
45241,1435,4982,5,1230595200
27724,1435,3057,5,1231200000
39299,1435,4346,5,1231200000
42138,1435,4644,5,1249948800
14873,1435,1650,5,1261958400
27257,1435,3009,5,1261958400
2116,1435,247,5,1296086400
23647,1435,2605,3,1316649600
13647,1435,1525,5,1316649600
19908,1435,2193,4,1319587200
34468,1435,3804,5,1371859200
47912,1435,5231,5,1371859200
34207,1435,3770,4,1373328000
16467,1435,1845,4,1373846400
36142,1435,3979,5,1374624000
5622,1435,635,5,1374624000
26586,1435,2927,3,1379894400
19472,1435,2154,5,1380240000
38938,1435,4304,5,1381968000
1603,1435,190,4,1383696000
8840,1435,1004,5,1385164800
22482,1435,2484,5,1385164800
36295,1435,3995,4,1385164800
20720,1435,2276,5,1387152000
14402,1435,1599,3,1387152000
36775,1435,4051,5,1387152000
16534,2222,1853,3,1335916800
17476,2222,1943,5,1350000000
31931,2222,3533,5,1351468800
24539,2222,2688,5,1353628800
27640,2222,3050,2,1357862400
27901,2222,3075,5,1358899200
16558,2222,1855,5,1361923200
8022,2222,904,5,1382745600
41839,3110,4610,5,1227398400
15376,3110,1716,4,1308787200
36864,3110,4061,4,1351209600
35236,3110,3887,4,1354492800
19610,3110,2162,4,1358985600
21505,3110,2369,4,1363824000
33392,3110,3682,4,1377475200
27195,3110,3002,4,1377475200
12239,3110,1375,4,1377475200
31447,3110,3488,4,1382572800
13469,3110,1500,4,1384214400
44505,3110,4911,5,1386028800
23553,2224,2599,5,1378166400
15896,2224,1778,5,1378166400
43144,2224,4745,5,1378166400
15259,2224,1699,5,1378166400
2813,2224,319,5,1379635200
40336,2224,4459,5,1379635200
41336,1441,4559,5,1356998400
40198,1441,4446,5,1356998400
3533,1441,386,5,1356998400
1148,1441,133,3,1356998400
42388,1441,4668,5,1356998400
48114,1441,5251,5,1356998400
40465,1441,4475,4,1356998400
17219,1358,1916,4,1184198400
13121,1358,1468,2,1219708800
4465,1358,492,5,1227571200
44991,1358,4953,3,1229212800
47144,1358,5151,3,1261699200
10251,1358,1169,5,1280275200
42671,1358,4703,5,1282694400
43176,1358,4752,3,1282953600
2359,1358,277,5,1285804800
44193,1358,4867,5,1294531200
19999,1358,2203,2,1294531200
40259,1358,4455,4,1306368000
15364,1358,1716,4,1309305600
19708,1358,2168,4,1317168000
38293,1358,4228,4,1319587200
20823,1358,2285,5,1338681600
4881,1358,549,1,1346284800
13338,1358,1490,2,1350086400
6010,1358,685,5,1357948800
15968,1358,1786,4,1363219200
17007,608,1889,4,1370822400
16192,608,1802,4,1372204800
39057,608,4316,5,1372204800
19957,608,2196,5,1372291200
39850,608,4406,5,1372291200
32730,608,3608,5,1375401600
11880,608,1336,5,1379721600
108,608,15,5,1379721600
49050,608,5365,5,1400112000
34627,825,3826,5,1357689600
12905,825,1442,5,1357689600
40998,825,4527,5,1357689600
10722,825,1220,5,1366848000
3983,825,444,5,1366848000
24157,825,2639,5,1378598400
14637,825,1618,5,1378598400
23516,825,2597,5,1378598400
21404,825,2356,5,1380240000
3741,825,409,5,1394755200
40111,825,4437,5,1394755200
3179,825,351,5,1394755200
20519,387,2254,4,1178668800
41277,387,4557,4,1187654400
15688,387,1751,5,1187654400
47691,387,5200,4,1262822400
23663,387,2605,4,1319068800
5801,387,656,4,1329696000
27658,387,3051,3,1339027200
35021,387,3870,3,1347926400
12028,387,1356,4,1347926400
28030,387,3096,3,1351728000
32323,387,3566,3,1353024000
43508,387,4792,3,1353801600
41580,387,4587,4,1354838400
8966,387,1012,4,1360454400
8324,387,947,4,1360454400
36825,387,4055,4,1365379200
35814,387,3946,3,1366070400
46593,387,5102,3,1373846400
4912,387,550,4,1375488000
38112,387,4212,4,1375488000
15567,387,1735,3,1377820800
27369,387,3023,4,1377820800
7479,1405,854,4,1280793600
49147,1405,5381,4,1317427200
46763,1405,5117,4,1329955200
40514,1405,4480,4,1341619200
50892,1405,5586,4,1351036800
8560,1405,977,5,1385596800
44833,2626,4935,3,1315440000
50245,2626,5494,4,1316044800
16076,2626,1794,5,1316649600
14376,2626,1595,4,1316736000
1455,2626,174,5,1345680000
6031,2626,685,5,1350432000
36876,2626,4061,4,1350950400
40308,2626,4457,5,1361145600
13430,2626,1498,5,1380153600
45296,2626,4985,3,1382659200
36348,2626,4002,4,1383091200
8228,2626,933,4,1383091200
45451,2626,5001,5,1387411200
24148,2626,2637,5,1387411200
12267,2626,1375,5,1387411200
50416,2626,5519,4,1387411200
12581,2626,1409,4,1387411200
8930,2626,1007,5,1387411200
26304,2626,2894,5,1387411200
33511,2626,3691,5,1387411200
19704,2626,2166,4,1387411200
5702,2626,644,5,1387411200
443,2626,55,5,1387411200
17537,2626,1946,4,1387411200
22528,975,2488,4,1289692800
35172,975,3882,5,1289779200
40268,975,4455,5,1317340800
499,975,62,3,1324252800
3901,975,432,5,1324944000
14250,975,1588,5,1341446400
32966,975,3631,4,1345075200
8264,975,938,5,1348099200
16840,975,1875,5,1348099200
49782,975,5449,5,1350604800
9526,975,1092,5,1350604800
37390,975,4117,4,1355961600
32659,975,3602,4,1358380800
46033,975,5055,4,1358380800
22001,975,2424,5,1358380800
28647,1612,3170,3,1391299200
28307,1612,3130,5,1391299200
12851,1612,1438,5,1391299200
37273,1612,4101,5,1391299200
982,1612,113,3,1391299200
27148,1612,2998,5,1391299200
22275,1612,2460,5,1391644800
26004,1612,2856,5,1392336000
42622,1614,4694,5,1337644800
35067,1614,3875,5,1337644800
28708,1614,3175,5,1367625600
18877,1614,2082,4,1367625600
1699,1614,197,4,1372291200
10939,1614,1242,5,1372291200
22200,1614,2445,5,1373241600
22625,1614,2501,5,1388793600
44367,1614,4888,4,1394064000
21211,1614,2331,5,1396137600
26662,1614,2933,5,1396137600
29120,627,3215,4,1383955200
26985,627,2971,5,1383955200
10152,627,1159,5,1383955200
40978,627,4523,4,1383955200
17369,627,1933,5,1383955200
50306,627,5507,4,1383955200
4612,627,514,5,1387497600
27696,1622,3053,5,1295136000
43524,1622,4793,2,1295136000
10213,1622,1166,5,1320710400
23462,1622,2593,5,1331078400
26539,1622,2922,5,1331078400
10473,1622,1189,5,1391126400
18719,1622,2070,5,1391126400
11432,317,1294,4,1335830400
12027,317,1356,5,1335830400
20645,317,2267,5,1364256000
41167,317,4545,5,1364256000
9650,317,1113,5,1364256000
41790,317,4604,4,1364256000
23999,317,2625,5,1364256000
35847,317,3951,5,1364256000
22570,317,2495,5,1383782400
49378,317,5409,5,1383782400
44960,1275,4948,2,1357344000
27578,1275,3041,5,1370217600
48790,1275,5341,5,1370217600
25585,1275,2809,5,1387065600
26019,1275,2856,5,1387065600
50693,1275,5551,3,1388102400
20327,1275,2239,5,1389052800
15693,1275,1751,5,1389052800
26208,1275,2883,1,1389052800
3849,1275,420,5,1389052800
23456,1275,2591,4,1389916800
30395,1275,3356,4,1389916800
48015,83,5241,1,1237680000
5891,83,672,5,1269043200
4635,83,517,4,1270166400
94,83,15,4,1293148800
28381,83,3140,4,1295654400
14957,83,1658,4,1312416000
26481,83,2915,5,1315872000
13856,83,1551,4,1316476800
5442,83,613,3,1317168000
43893,83,4843,5,1317427200
42199,83,4650,3,1317513600
47824,83,5214,4,1324857600
12365,83,1387,5,1324857600
7035,83,793,2,1337731200
16823,83,1875,4,1338854400
24418,83,2679,4,1341532800
4882,83,549,1,1347062400
36432,83,4018,3,1349308800
15887,83,1777,4,1349827200
24891,83,2721,4,1351123200
18579,83,2052,5,1355702400
28095,83,3102,5,1357603200
36896,83,4066,5,1357603200
27547,83,3037,4,1359072000
6584,83,747,5,1367107200
47729,83,5205,4,1370131200
19164,83,2114,2,1372550400
41106,83,4542,3,1375833600
35912,83,3962,5,1377561600
42446,83,4678,4,1380412800
33926,83,3728,5,1380672000
20453,83,2251,4,1383955200
13461,83,1500,4,1383955200
31095,83,3452,4,1385164800
6087,1016,696,4,1403827200
45642,1016,5017,4,1403827200
35910,1016,3961,4,1403827200
36841,1016,4056,5,1403827200
25053,1016,2739,5,1405036800
20608,1016,2265,5,1405036800
19884,2093,2190,5,1357171200
26077,2093,2867,5,1357171200
11795,2093,1328,5,1359504000
34073,2093,3750,5,1359504000
14125,2093,1571,5,1365033600
1565,2093,183,5,1373155200
16070,2093,1794,5,1386460800
48019,137,5241,3,1312243200
34029,137,3745,4,1345507200
4253,137,471,5,1354579200
30566,137,3383,3,1354579200
2227,137,262,5,1354579200
47630,137,5190,5,1354579200
50940,137,5591,5,1354752000
35899,137,3958,1,1354752000
27893,137,3075,5,1354752000
38595,137,4266,1,1354752000
8301,137,944,3,1354752000
34707,137,3835,1,1354752000
35634,137,3927,5,1354752000
18,137,5,3,1354752000
3777,137,416,2,1354752000
31610,137,3505,5,1354838400
36745,137,4048,5,1354924800
8426,137,958,5,1356480000
23378,137,2574,5,1358812800
11856,137,1336,4,1392854400
30494,137,3373,5,1392854400
7556,3137,859,5,1312329600
3597,3137,393,5,1313971200
33263,3137,3672,5,1313971200
18947,3137,2090,5,1315353600
15644,3137,1747,3,1359331200
14410,3137,1599,5,1359331200
42624,3137,4694,5,1359417600
30190,3137,3328,5,1360022400
23550,3137,2599,5,1360195200
346,3137,45,5,1360886400
10053,3137,1144,1,1386028800
26120,3143,2874,5,1301529600
1845,3143,219,5,1324339200
11602,3143,1309,5,1324339200
4562,3143,505,5,1324339200
22823,3143,2521,5,1324339200
6293,3143,721,5,1324339200
28940,3143,3192,5,1324339200
34936,3143,3861,5,1324339200
43334,330,4766,4,1373587200
13666,330,1527,5,1373587200
13751,330,1538,2,1373846400
24529,330,2687,5,1373846400
2189,330,259,3,1373846400
19094,330,2108,5,1373846400
13562,330,1513,5,1373846400
27342,330,3020,3,1378425600
34815,330,3844,5,1392681600
47905,330,5229,5,1392681600
38028,330,4204,5,1392681600
16251,330,1810,5,1395360000
34990,330,3867,5,1395360000
131,330,17,5,1395360000
472,330,60,5,1395360000
34373,330,3792,5,1395360000
20955,330,2302,5,1395360000
19320,330,2131,5,1395360000
